Order_ID,Order_Date,Retailer_ID,Product_SKU,Sum of Product_Price,Sum of Product_Cost,Sum of Order_Quantity,Sum of Sales_Amount,Sum of Cost_of_Goods_Sold,Sum of Product_Discount,Sum of Profit,Sum of Profit_Margin
936,2018-06-02 00:00:00,604,MP06-33-Orange,52,23.17,32,1664,741.44,0.037037037037037035,922.56,0.5544230769230769
937,2018-06-02 00:00:00,765,MS08-M-Black,25,8.17,34,850,277.78,0,572.22,0.6732
938,2018-06-02 00:00:00,133,MP03-36-Red,40,16.099999999999998,11,440,177.1,0.2727272727272727,262.9,0.5974999999999999
939,2018-06-02 00:00:00,288,MS08-M-Blue,22,6.38,13,286,82.94,0.12,203.06,0.71
940,2018-06-03 00:00:00,409,MJ06-S-Pink,59,29.650000000000002,14,826,415.1,0.06349206349206349,410.9,0.49745762711864405
941,2018-06-04 00:00:00,248,MJ11-S-Green,63,25.32,20,1260,506.4,0.03076923076923077,753.6,0.5980952380952381
942,2018-06-04 00:00:00,374,MS08-M-Red,21,9.549999999999999,39,819,372.45,0.16,446.55,0.5452380952380953
943,2018-06-05 00:00:00,542,MP09-32-Blue,37,16.169999999999998,7,259,113.19,0.3148148148148148,145.81,0.562972972972973
944,2018-06-05 00:00:00,232,MJ08-M-Green,53,23.959999999999997,18,954,431.28,0.1016949152542373,522.72,0.5479245283018869
945,2018-06-05 00:00:00,69,MH05-M-Green,31,12.81,48,1488,614.88,0.3111111111111111,873.12,0.5867741935483871
946,2018-06-05 00:00:00,116,MJ06-S-Purple,60,20.680000000000003,33,1980,682.44,0.0625,1297.56,0.6553333333333333
947,2018-06-05 00:00:00,104,MS01-S-Pink,15,9.02,45,675,405.9,0.4,269.1,0.3986666666666667
948,2018-06-05 00:00:00,13,MS02-M-Blue,19,8.32,22,418,183.04,0.24,234.96,0.5621052631578948
949,2018-06-05 00:00:00,290,MH03-L-Blue,21,14.69,1,21,14.69,0.5333333333333333,6.3100000000000005,0.3004761904761905
950,2018-06-05 00:00:00,605,MP04-34-Black,36,27.6,13,468,358.8,0.3333333333333333,109.19999999999999,0.2333333333333333
951,2018-06-05 00:00:00,355,MS08-S-Black,15,7.05,10,150,70.5,0.25,79.5,0.53
952,2018-06-06 00:00:00,434,MS08-S-Blue,23,11.030000000000001,35,805,386.05,0,418.95,0.5204347826086957
953,2018-06-06 00:00:00,736,MJ03-XL-Green,49,24.3,2,98,48.6,0.19672131147540983,49.4,0.5040816326530612
954,2018-06-07 00:00:00,355,MS08-S-Red,7,6.58,15,105,98.7,0.72,6.299999999999997,0.05999999999999997
955,2018-06-08 00:00:00,135,MJ11-L-Red,51,26.110000000000003,7,357,182.77,0.1774193548387097,174.23,0.4880392156862745
956,2018-06-08 00:00:00,330,MS08-XL-Black,8,4.34,14,112,60.76,0.6,51.24,0.4575
957,2018-06-09 00:00:00,370,MH02-S-Purple,29,13.870000000000001,26,754,360.62,0.35555555555555557,393.38,0.5217241379310344
958,2018-06-09 00:00:00,438,MS08-XL-Blue,6,3.7800000000000002,29,174,109.62,0.7272727272727273,64.38,0.37
959,2018-06-09 00:00:00,36,MS08-XL-Red,20,7.3999999999999995,14,280,103.6,0.09090909090909091,176.4,0.63
960,2018-06-09 00:00:00,548,MJ07-XL-Black,51,19.400000000000002,24,1224,465.6,0.203125,758.4,0.6196078431372549
961,2018-06-09 00:00:00,87,MS04-XL-Red,13,5.07,14,182,70.98,0.4583333333333333,111.02,0.61
962,2018-06-09 00:00:00,586,MS08-XS-Black,10,4.03,23,230,92.69,0.6,137.31,0.597
963,2018-06-09 00:00:00,328,MS08-XS-Blue,17,7.65,42,714,321.3,0.2916666666666667,392.7,0.5499999999999999
964,2018-06-09 00:00:00,730,MS08-XS-Red,8,5.63,47,376,264.61,0.6363636363636364,111.38999999999999,0.29624999999999996
965,2018-06-09 00:00:00,86,MS09-S-Pink,19,6.71,3,57,20.13,0.17391304347826086,36.870000000000005,0.646842105263158
966,2018-06-09 00:00:00,432,MS02-XS-Blue,13,7.91,24,312,189.84,0.48,122.16,0.3915384615384615
967,2018-06-10 00:00:00,400,MJ03-M-Green,62,29.49,50,3100,1474.5,0,1625.5,0.5243548387096775
968,2018-06-10 00:00:00,451,MS09-L-Black,6,3.66,47,282,172.02,0.7391304347826086,109.97999999999999,0.38999999999999996
969,2018-06-10 00:00:00,516,MS09-L-Blue,10,5.920000000000001,12,120,71.04,0.5238095238095238,48.959999999999994,0.408
970,2018-06-10 00:00:00,28,MP11-33-Brown,54,23.55,28,1512,659.4,0.01818181818181818,852.6,0.5638888888888889
971,2018-06-10 00:00:00,54,MJ09-XS-Blue,56,26.38,25,1400,659.5,0.08196721311475409,740.5,0.5289285714285714
972,2018-06-10 00:00:00,423,MS09-L-Red,19,6.890000000000001,22,418,151.58,0.20833333333333334,266.41999999999996,0.6373684210526315
973,2018-06-10 00:00:00,151,MH11-M-White,27,13.28,36,972,478.08,0.4,493.92,0.5081481481481481
974,2018-06-10 00:00:00,349,MS01-S-Brown,22,6.170000000000001,3,66,18.51,0.12,47.489999999999995,0.7195454545454545
975,2018-06-10 00:00:00,431,MS03-XL-Orange,19,7.12,28,532,199.36,0.20833333333333334,332.64,0.6252631578947369
976,2018-06-10 00:00:00,760,MS09-M-Black,25,14,38,950,532,0,418,0.44
977,2018-06-10 00:00:00,734,MS09-M-Blue,15,8.7,16,240,139.2,0.0625,100.80000000000001,0.42000000000000004
978,2018-06-11 00:00:00,95,MH12-XL-Red,20,12.620000000000001,29,580,365.98,0.5555555555555556,214.01999999999998,0.369
979,2018-06-11 00:00:00,558,MJ12-S-Black,47,23.36,9,423,210.24,0.27692307692307694,212.76,0.5029787234042553
980,2018-06-11 00:00:00,688,MS09-M-Red,5,3.22,33,165,106.26,0.7916666666666666,58.739999999999995,0.356
981,2018-06-11 00:00:00,479,MS09-S-Black,23,11.33,11,253,124.63,0,128.37,0.5073913043478261
982,2018-06-11 00:00:00,210,MS09-S-Blue,19,7.59,16,304,121.44,0,182.56,0.6005263157894737
983,2018-06-12 00:00:00,61,MP10-34-Blue,31,19.43,11,341,213.73,0.42592592592592593,127.27000000000001,0.3732258064516129
984,2018-06-12 00:00:00,180,MS09-L-Red,14,6.890000000000001,41,574,282.49,0.4166666666666667,291.51,0.5078571428571429
985,2018-06-12 00:00:00,739,MJ04-XS-Blue,54,20.52,24,1296,492.48,0.0847457627118644,803.52,0.62
986,2018-06-12 00:00:00,561,MS09-S-Red,12,5.95,21,252,124.95,0.52,127.05,0.5041666666666667
987,2018-06-13 00:00:00,624,MJ03-XL-Green,50,24.3,15,750,364.5,0.18032786885245902,385.5,0.514
988,2018-06-13 00:00:00,676,MS09-XL-Black,24,6.62,10,240,66.2,0,173.8,0.7241666666666667
989,2018-06-13 00:00:00,307,MP06-33-Gray,43,18.880000000000003,41,1763,774.08,0.2037037037037037,988.92,0.5609302325581396
990,2018-06-13 00:00:00,762,MS06-S-Blue,20,9.280000000000001,35,700,324.8,0.2,375.2,0.536
991,2018-06-13 00:00:00,216,MS09-XL-Blue,17,7.6000000000000005,14,238,106.4,0.2608695652173913,131.6,0.5529411764705882
992,2018-06-13 00:00:00,432,MH02-S-Blue,41,17.37,48,1968,833.76,0.08888888888888889,1134.24,0.5763414634146341
993,2018-06-13 00:00:00,637,MS07-XS-Black,18,7.44,50,900,372,0.28,528,0.5866666666666667
994,2018-06-14 00:00:00,509,MS06-XL-Blue,13,5.28,16,208,84.48,0.23529411764705882,123.52,0.5938461538461538
995,2018-06-15 00:00:00,573,MH13-XL-Lavender,40,19.439999999999998,37,1480,719.28,0.024390243902439025,760.72,0.514
996,2018-06-15 00:00:00,123,MS09-XL-Red,15,3.53,24,360,84.72,0.375,275.28,0.7646666666666666
997,2018-06-15 00:00:00,220,MS09-XS-Black,5,1.85,26,130,48.1,0.7727272727272727,81.9,0.63
998,2018-06-15 00:00:00,690,MP06-34-Orange,46,20.28,25,1150,507,0.14814814814814814,643,0.5591304347826087
999,2018-06-15 00:00:00,258,MH12-S-Blue,25,14.299999999999999,23,575,328.9,0.3902439024390244,246.10000000000002,0.42800000000000005
1000,2018-06-15 00:00:00,452,MH12-S-Red,45,23.67,11,495,260.37,0,234.63,0.474
1001,2018-06-15 00:00:00,676,MP06-32-Orange,50,26.56,42,2100,1115.52,0.05660377358490566,984.48,0.4688
1002,2018-06-15 00:00:00,412,MS09-XS-Blue,14,4.63,42,588,194.46,0.36363636363636365,393.53999999999996,0.6692857142857143
1003,2018-06-15 00:00:00,495,MS09-XS-Red,21,7.44,44,924,327.36,0.045454545454545456,596.64,0.6457142857142857
1004,2018-06-15 00:00:00,366,MS10-S-Pink,18,4.739999999999999,33,594,156.42,0.18181818181818182,437.58000000000004,0.7366666666666667
1005,2018-06-15 00:00:00,11,MJ03-M-Red,64,21.49,33,2112,709.17,0.015384615384615385,1402.83,0.66421875
1006,2018-06-15 00:00:00,450,MS10-L-Black,9,8.98,16,144,143.68,0.6086956521739131,0.3199999999999932,0.002222222222222175
1007,2018-06-15 00:00:00,266,MS10-L-Blue,5,2.9,8,40,23.2,0.7916666666666666,16.8,0.42000000000000004
1008,2018-06-15 00:00:00,318,MP07-32-Purple,41,27.05,25,1025,676.25,0.18,348.75,0.3402439024390244
1009,2018-06-16 00:00:00,39,MS10-L-Red,15,7.5,11,165,82.5,0.2857142857142857,82.5,0.5
1010,2018-06-16 00:00:00,715,MH01-M-Black,23,16.71,31,713,518.01,0.41025641025641024,194.99,0.2734782608695652
1011,2018-06-17 00:00:00,191,MP11-33-Blue,43,13.83,3,129,41.49,0.18867924528301888,87.50999999999999,0.6783720930232557
1012,2018-06-17 00:00:00,10,MP04-36-Gray,40,22.36,39,1560,872.04,0.2,687.96,0.441
1013,2018-06-17 00:00:00,394,MJ12-S-Pink,41,25.59,36,1476,921.24,0.3387096774193548,554.76,0.37585365853658537
1014,2018-06-17 00:00:00,206,MS03-S-Pink,20,7.85,30,600,235.5,0.16666666666666666,364.5,0.6075
1015,2018-06-18 00:00:00,98,MS10-M-Black,20,9.45,47,940,444.15,0.2,495.85,0.5275
1016,2018-06-18 00:00:00,192,MS10-M-Blue,24,11.040000000000001,42,1008,463.68,0,544.3199999999999,0.5399999999999999
1017,2018-06-18 00:00:00,185,MS08-M-Black,5,8.17,38,190,310.46,0.8,-120.45999999999998,-0.6339999999999999
1018,2018-06-18 00:00:00,1,MS10-M-Red,14,8.120000000000001,39,546,316.68,0.2631578947368421,229.32,0.42
1019,2018-06-18 00:00:00,725,MS10-S-Black,22,12.05,40,880,482,0.12,398,0.45227272727272727
1020,2018-06-19 00:00:00,723,MS10-S-Blue,10,3.2,4,40,12.8,0.5833333333333334,27.2,0.6799999999999999
1021,2018-06-19 00:00:00,653,MH03-XL-Black,41,18.63,24,984,447.12,0.08888888888888889,536.88,0.545609756097561
1022,2018-06-19 00:00:00,246,MH06-L-Blue,36,13.42,42,1512,563.64,0.16279069767441862,948.36,0.6272222222222222
1023,2018-06-19 00:00:00,545,MS10-S-Red,17,5.8,1,17,5.8,0.15,11.2,0.6588235294117647
1024,2018-06-19 00:00:00,42,MS08-XS-Black,13,4.03,24,312,96.72,0.48,215.28,0.6900000000000001
1025,2018-06-20 00:00:00,625,MJ06-S-Blue,60,23.159999999999997,23,1380,532.68,0.047619047619047616,847.32,0.614
1026,2018-06-20 00:00:00,344,MH02-M-Red,41,15.8,31,1271,489.8,0.023809523809523808,781.2,0.6146341463414634
1027,2018-06-20 00:00:00,51,MH04-S-White,33,20.55,11,363,226.05,0.26666666666666666,136.95,0.37727272727272726
1028,2018-06-20 00:00:00,470,MH03-XL-Green,43,13.43,18,774,241.74,0,532.26,0.6876744186046512
1029,2018-06-20 00:00:00,618,MH11-S-Orange,36,19.16,11,396,210.76,0.2,185.24,0.4677777777777778
1030,2018-06-20 00:00:00,659,MS03-XS-Green,20,6.8500000000000005,7,140,47.95,0.09090909090909091,92.05,0.6575
1031,2018-06-20 00:00:00,155,MJ04-XL-Blue,59,19.53,50,2950,976.5,0.078125,1973.5,0.6689830508474576
1032,2018-06-20 00:00:00,458,MH01-S-Black,31,10.629999999999999,43,1333,457.09,0.29545454545454547,875.9100000000001,0.6570967741935484
1033,2018-06-21 00:00:00,476,MJ12-XS-Black,56,22.509999999999998,26,1456,585.26,0.1111111111111111,870.74,0.5980357142857143
1034,2018-06-21 00:00:00,577,MP01-34-Purple,34,15.49,30,1020,464.7,0.37037037037037035,555.3,0.5444117647058823
1035,2018-06-21 00:00:00,107,MH03-M-Blue,31,16.14,23,713,371.22,0.3111111111111111,341.78,0.4793548387096774
1036,2018-06-21 00:00:00,153,MS06-XS-Blue,7,3.8600000000000003,10,70,38.6,0.72,31.4,0.44857142857142857
1037,2018-06-21 00:00:00,714,MP05-33-Green,31,15.809999999999999,21,651,332.01,0.43636363636363634,318.99,0.49
1038,2018-06-21 00:00:00,605,MS04-L-Red,25,8.67,8,200,69.36,0,130.64,0.6531999999999999
1039,2018-06-22 00:00:00,449,MS10-XL-Black,9,4.68,49,441,229.32,0.5909090909090909,211.68,0.48000000000000004
1040,2018-06-22 00:00:00,83,MP07-33-Purple,34,16.97,40,1360,678.8,0.32,681.2,0.5008823529411766
1041,2018-06-22 00:00:00,257,MH07-XL-Gray,43,17.38,17,731,295.46,0,435.54,0.5958139534883721
1042,2018-06-22 00:00:00,771,MS01-M-Brown,15,3.99,42,630,167.58,0.34782608695652173,462.41999999999996,0.734
1043,2018-06-22 00:00:00,264,MS10-XL-Blue,19,8.4,16,304,134.4,0.24,169.6,0.5578947368421052
1044,2018-06-22 00:00:00,382,MH13-M-Lavender,28,13.23,39,1092,515.97,0.37777777777777777,576.03,0.5275
1045,2018-06-22 00:00:00,125,MH05-XL-Red,22,14.149999999999999,37,814,523.55,0.4883720930232558,290.45000000000005,0.35681818181818187
1046,2018-06-23 00:00:00,768,MJ02-S-Pink,62,33.18,40,2480,1327.2,0.03125,1152.8,0.46483870967741936
1047,2018-06-23 00:00:00,200,MH04-XL-Green,30,14.08,17,510,239.36,0.3181818181818182,270.64,0.5306666666666666
1048,2018-06-23 00:00:00,241,MS10-XL-Red,23,8.43,1,23,8.43,0,14.57,0.6334782608695653
1049,2018-06-23 00:00:00,490,MS10-XS-Black,17,10.34,30,510,310.2,0.2608695652173913,199.8,0.39176470588235296
1050,2018-06-23 00:00:00,24,MS03-XS-Green,13,6.85,27,351,184.95,0.4090909090909091,166.05,0.4730769230769231
1051,2018-06-24 00:00:00,519,MS10-XS-Blue,15,6.45,10,150,64.5,0.3181818181818182,85.5,0.57
1052,2018-06-26 00:00:00,427,MS10-XS-Red,8,3.2800000000000002,39,312,127.92,0.68,184.07999999999998,0.59
1053,2018-06-26 00:00:00,582,MJ09-L-Yellow,53,32.23,46,2438,1482.58,0.18461538461538463,955.4200000000001,0.3918867924528302
1054,2018-06-26 00:00:00,621,MP04-32-Black,33,17.09,15,495,256.35,0.36538461538461536,238.64999999999998,0.48212121212121206
1055,2018-06-26 00:00:00,633,MS02-S-Blue,23,7,46,1058,322,0.08,736,0.6956521739130435
1056,2018-06-27 00:00:00,358,MS03-XS-Gray,25,6.380000000000001,22,550,140.36,0,409.64,0.7448
1057,2018-06-27 00:00:00,144,MS11-S-Pink,21,7.49,34,714,254.66,0.08695652173913043,459.34000000000003,0.6433333333333334
1058,2018-06-27 00:00:00,314,MH09-XL-Blue,39,17.490000000000002,43,1677,752.07,0.13333333333333333,924.93,0.5515384615384615
1059,2018-06-27 00:00:00,364,MS11-L-Blue,5,2.35,14,70,32.9,0.6666666666666666,37.1,0.53
1060,2018-06-27 00:00:00,587,MP12-32-Pink,54,21.36,23,1242,491.28,0,750.72,0.6044444444444445
1061,2018-06-27 00:00:00,592,MS11-L-Green,19,8.16,24,456,195.84,0,260.15999999999997,0.5705263157894737
1062,2018-06-28 00:00:00,121,MS08-M-Red,18,9.549999999999999,44,792,420.2,0.28,371.8,0.46944444444444444
1063,2018-06-28 00:00:00,414,MP04-32-Gray,30,15.86,21,630,333.06,0.4444444444444444,296.94,0.4713333333333333
1064,2018-06-28 00:00:00,655,MS11-L-Yellow,13,8.19,14,182,114.66,0.3157894736842105,67.34,0.37
1065,2018-06-28 00:00:00,622,MS11-M-Blue,25,7.49,44,1100,329.56,0,770.44,0.7004
1066,2018-06-28 00:00:00,29,MS05-XL-Black,17,9.299999999999999,29,493,269.7,0.22727272727272727,223.3,0.45294117647058824
1067,2018-06-28 00:00:00,595,MS01-M-Yellow,17,9.65,16,272,154.4,0.32,117.6,0.43235294117647055
1068,2018-06-28 00:00:00,225,MS11-M-Green,9,4.11,18,162,73.98,0.625,88.02,0.5433333333333333
1069,2018-06-28 00:00:00,529,MS11-M-Yellow,17,7.89,28,476,220.92,0.10526315789473684,255.08,0.5358823529411765
1070,2018-06-28 00:00:00,700,MS11-S-Blue,25,10.4,42,1050,436.8,0,613.2,0.5840000000000001
1071,2018-06-29 00:00:00,97,MH01-S-Gray,33,14,8,264,112,0.1951219512195122,152,0.5757575757575758
1072,2018-06-29 00:00:00,259,MS05-XL-Black,22,9.3,9,198,83.7,0,114.3,0.5772727272727273
1073,2018-06-29 00:00:00,429,MS08-L-Blue,7,4.42,42,294,185.64,0.5625,108.36000000000001,0.3685714285714286
1074,2018-06-29 00:00:00,485,MH05-XL-Red,22,14.15,6,132,84.9,0.4883720930232558,47.099999999999994,0.35681818181818176
1075,2018-06-29 00:00:00,118,MJ04-XL-Blue,45,19.529999999999998,35,1575,683.55,0.296875,891.45,0.5660000000000001
1076,2018-06-29 00:00:00,142,MS11-S-Green,14,9.1,27,378,245.7,0.36363636363636365,132.3,0.35000000000000003
1077,2018-06-29 00:00:00,346,MS08-M-Black,10,8.17,40,400,326.8,0.6,73.19999999999999,0.18299999999999997
1078,2018-06-29 00:00:00,7,MS11-S-Yellow,6,4.05,20,120,81,0.75,39,0.325
1079,2018-06-29 00:00:00,458,MS11-XL-Blue,19,6.46,45,855,290.7,0.20833333333333334,564.3,0.6599999999999999
1080,2018-06-29 00:00:00,184,MS09-XS-Red,9,7.44,3,27,22.32,0.5909090909090909,4.68,0.1733333333333333
1081,2018-06-30 00:00:00,404,MS11-XL-Green,13,3.6799999999999997,24,312,88.32,0.23529411764705882,223.68,0.716923076923077
1082,2018-06-30 00:00:00,361,MS11-XL-Yellow,22,10.290000000000001,10,220,102.9,0.12,117.1,0.5322727272727272
1083,2018-06-30 00:00:00,156,MP09-33-Red,48,25.38,29,1392,736.02,0.12727272727272726,655.98,0.47125
1084,2018-06-30 00:00:00,237,MJ03-XL-Green,58,24.299999999999997,9,522,218.7,0.04918032786885246,303.3,0.5810344827586207
1085,2018-06-30 00:00:00,493,MJ09-XL-Blue,42,18.09,50,2100,904.5,0.288135593220339,1195.5,0.5692857142857143
1086,2018-06-30 00:00:00,712,MJ12-L-Orange,61,14.56,45,2745,655.2,0.06153846153846154,2089.8,0.7613114754098361
1087,2018-06-30 00:00:00,445,MS11-XS-Blue,12,7.38,49,588,361.62,0.42857142857142855,226.38,0.385
1088,2018-06-30 00:00:00,26,MS11-XS-Green,9,3.87,20,180,77.4,0.4375,102.6,0.57
1089,2018-06-30 00:00:00,355,MJ10-L-Black,40,28.619999999999997,9,360,257.58,0.38461538461538464,102.42000000000002,0.28450000000000003
1090,2018-07-01 00:00:00,451,MJ06-S-Pink,60,29.650000000000002,19,1140,563.35,0.047619047619047616,576.65,0.5058333333333334
1091,2018-07-01 00:00:00,301,MJ02-XL-Green,62,26.3,44,2728,1157.2,0,1570.8,0.5758064516129032
1092,2018-07-01 00:00:00,397,MP12-33-Blue,44,18.86,34,1496,641.24,0.10204081632653061,854.76,0.5713636363636364
1093,2018-07-01 00:00:00,470,MS11-XS-Yellow,9,11.16,38,342,424.08,0.64,-82.07999999999998,-0.23999999999999996
1094,2018-07-01 00:00:00,486,MJ06-L-Purple,53,32.63,8,424,261.04,0.171875,162.95999999999998,0.3843396226415094
1095,2018-07-01 00:00:00,162,MJ01-L-Yellow,45,21.27,5,225,106.35,0.2857142857142857,118.65,0.5273333333333333
1096,2018-07-01 00:00:00,91,MP12-32-Blue,31,22.240000000000002,7,217,155.68,0.39215686274509803,61.31999999999999,0.2825806451612903
1097,2018-07-01 00:00:00,85,MH02-S-Black,36,13.68,26,936,355.68,0.16279069767441862,580.3199999999999,0.6199999999999999
1098,2018-07-02 00:00:00,183,MS12-S-Pink,5,1.86,5,25,9.3,0.8,15.7,0.628
1099,2018-07-02 00:00:00,677,MS12-L-Black,13,8.19,23,299,188.37,0.1875,110.63,0.37
1100,2018-07-02 00:00:00,173,MS12-L-Blue,16,5.48,9,144,49.32,0.36,94.68,0.6575000000000001
1101,2018-07-02 00:00:00,52,MH02-XL-Purple,35,17.93,30,1050,537.9,0.2222222222222222,512.1,0.4877142857142857
1102,2018-07-02 00:00:00,464,MS12-L-Red,9,3.19,14,126,44.66,0.64,81.34,0.6455555555555555
1103,2018-07-02 00:00:00,453,MS12-M-Black,17,9.01,37,629,333.37,0.2608695652173913,295.63,0.47
1104,2018-07-02 00:00:00,16,MS12-M-Blue,13,4.29,21,273,90.09,0,182.91,0.67
1105,2018-07-02 00:00:00,244,MS01-L-Brown,15,6.2,14,210,86.8,0.3181818181818182,123.2,0.5866666666666667
1106,2018-07-02 00:00:00,273,MS12-M-Red,17,6.12,39,663,238.68,0.32,424.32,0.64
1107,2018-07-02 00:00:00,538,MS12-S-Black,19,6.64,39,741,258.96,0.24,482.04,0.6505263157894737
1108,2018-07-03 00:00:00,679,MH01-XL-Gray,44,18.57,28,1232,519.96,0.022222222222222223,712.04,0.5779545454545454
1109,2018-07-03 00:00:00,648,MS05-L-Black,15,3.79,26,390,98.54,0.375,291.46,0.7473333333333333
1110,2018-07-03 00:00:00,600,MS05-XL-Blue,7,7.949999999999999,26,182,206.7,0.7083333333333334,-24.69999999999999,-0.13571428571428565
1111,2018-07-03 00:00:00,772,MP08-32-Red,52,23.59,8,416,188.72,0,227.28,0.5463461538461538
1112,2018-07-04 00:00:00,651,MP01-32-Purple,51,22.84,31,1581,708.04,0,872.96,0.552156862745098
1113,2018-07-04 00:00:00,540,MP12-33-Red,45,19.41,40,1800,776.4,0.16666666666666666,1023.6,0.5686666666666667
1114,2018-07-04 00:00:00,28,MS10-S-Black,20,12.05,11,220,132.55,0.2,87.44999999999999,0.39749999999999996
1115,2018-07-04 00:00:00,523,MP01-32-Pink,41,14.76,3,123,44.28,0.19607843137254902,78.72,0.64
1116,2018-07-04 00:00:00,376,MP03-34-Red,32,21.62,6,192,129.72,0.39622641509433965,62.28,0.324375
1117,2018-07-04 00:00:00,186,MS03-XS-Gray,17,6.38,4,68,25.52,0.32,42.480000000000004,0.6247058823529412
1118,2018-07-04 00:00:00,92,MS06-L-Green,16,8.8,9,144,79.2,0.36,64.8,0.44999999999999996
1119,2018-07-04 00:00:00,220,MS12-S-Blue,14,7.7,12,168,92.4,0.36363636363636365,75.6,0.44999999999999996
1120,2018-07-04 00:00:00,68,MS12-S-Red,25,6.25,22,550,137.5,0,412.5,0.75
1121,2018-07-04 00:00:00,713,MS12-XL-Black,15,5.83,42,630,244.86,0.11764705882352941,385.14,0.6113333333333333
1122,2018-07-04 00:00:00,84,MH06-XS-Blue,42,17.95,23,966,412.85,0.045454545454545456,553.15,0.5726190476190476
1123,2018-07-04 00:00:00,223,MJ03-M-Green,49,29.49,20,980,589.8,0.20967741935483872,390.20000000000005,0.3981632653061225
1124,2018-07-04 00:00:00,48,MS12-S-Black,24,6.64,46,1104,305.44,0.04,798.56,0.7233333333333333
1125,2018-07-04 00:00:00,81,MS12-XL-Blue,11,2.8600000000000003,41,451,117.26,0.5416666666666666,333.74,0.74
1126,2018-07-05 00:00:00,152,MJ07-XS-Yellow,57,21.64,25,1425,541,0.109375,884,0.6203508771929824
1127,2018-07-05 00:00:00,682,MS07-S-White,18,7.19,12,216,86.28,0.21739130434782608,129.72,0.6005555555555555
1128,2018-07-05 00:00:00,455,MS12-XL-Red,8,7.78,47,376,365.66,0.68,10.339999999999975,0.027499999999999934
1129,2018-07-05 00:00:00,349,MS12-XS-Black,24,12.959999999999999,29,696,375.84,0,320.16,0.46
1130,2018-07-05 00:00:00,753,MH08-XS-Brown,23,13.34,8,184,106.72,0.46511627906976744,77.28,0.42
1131,2018-07-05 00:00:00,607,MH07-S-Gray,45,16.33,13,585,212.29,0,372.71000000000004,0.6371111111111112
1132,2018-07-05 00:00:00,434,MS12-XS-Blue,20,7,37,740,259,0,481,0.65
1133,2018-07-05 00:00:00,238,MS12-XS-Red,19,8.459999999999999,20,380,169.2,0.05,210.8,0.5547368421052632
1134,2018-07-06 00:00:00,675,MSH01-32-Pink,39,11.44,23,897,263.12,0.09302325581395349,633.88,0.7066666666666667
1135,2018-07-07 00:00:00,761,MP08-34-Blue,34,21.049999999999997,41,1394,863.05,0.22727272727272727,530.95,0.3808823529411765
1136,2018-07-07 00:00:00,107,MSH01-32-Black,42,15.54,16,672,248.64,0,423.36,0.63
1137,2018-07-07 00:00:00,724,MSH01-32-Blue,44,18.919999999999998,5,220,94.6,0.022222222222222223,125.4,0.5700000000000001
1138,2018-07-07 00:00:00,368,MSH01-32-Red,33,11.06,31,1023,342.86,0.26666666666666666,680.14,0.6648484848484848
1139,2018-07-07 00:00:00,504,MH06-S-Black,33,14.2,45,1485,639,0.25,846,0.5696969696969697
1140,2018-07-07 00:00:00,538,MJ04-S-Black,47,30.32,1,47,30.32,0.265625,16.68,0.3548936170212766
1141,2018-07-07 00:00:00,458,MJ07-S-Yellow,62,24.869999999999997,38,2356,945.06,0.015873015873015872,1410.94,0.5988709677419355
1142,2018-07-08 00:00:00,523,MJ07-S-Black,47,29.05,38,1786,1103.9,0.24193548387096775,682.0999999999999,0.38191489361702124
1143,2018-07-08 00:00:00,44,MS09-L-Blue,17,5.92,32,544,189.44,0.19047619047619047,354.56,0.6517647058823529
1144,2018-07-09 00:00:00,392,MJ11-XS-Green,47,22.34,16,752,357.44,0.265625,394.56,0.5246808510638298
1145,2018-07-10 00:00:00,267,MSH01-33-Black,31,13.59,34,1054,462.06,0.3111111111111111,591.94,0.5616129032258065
1146,2018-07-10 00:00:00,301,MH07-S-Green,32,14.409999999999998,33,1056,475.53,0.28888888888888886,580.47,0.5496875
1147,2018-07-10 00:00:00,709,MP02-34-Blue,34,16.02,43,1462,688.86,0.3333333333333333,773.14,0.5288235294117647
1148,2018-07-10 00:00:00,466,MJ08-S-Blue,42,31.6,5,210,158,0.3114754098360656,52,0.24761904761904763
1149,2018-07-10 00:00:00,63,MJ01-M-Orange,44,23.07,31,1364,715.17,0.3230769230769231,648.83,0.4756818181818182
1150,2018-07-10 00:00:00,486,MP11-32-Brown,53,15.41,28,1484,431.48,0.03636363636363636,1052.52,0.7092452830188679
1151,2018-07-10 00:00:00,93,MJ03-XS-Green,49,24.66,4,196,98.64,0.24615384615384617,97.36,0.49673469387755104
1152,2018-07-10 00:00:00,467,MSH01-33-Blue,26,16.71,35,910,584.85,0.3953488372093023,325.15,0.35730769230769227
1153,2018-07-10 00:00:00,648,MSH01-33-Red,38,22.48,5,190,112.4,0.13636363636363635,77.6,0.4084210526315789
1154,2018-07-10 00:00:00,609,MSH01-34-Black,28,22.29,41,1148,913.89,0.3488372093023256,234.11,0.20392857142857143
1155,2018-07-10 00:00:00,175,MH06-XS-Purple,26,17.91,1,26,17.91,0.4090909090909091,8.09,0.31115384615384617
1156,2018-07-11 00:00:00,496,MP09-34-Black,52,22.59,45,2340,1016.55,0.018867924528301886,1323.45,0.5655769230769231
1157,2018-07-11 00:00:00,737,MJ08-XS-Green,43,16.06,13,559,208.78,0.3384615384615385,350.22,0.6265116279069768
